ISO_country_code,Country,Sub_national_region,World_region,MPI_National,MPI_Regional,Headcount_Ratio_Regional,Intensity_of_deprivation_Regional
ZWE,Zimbabwe,Bulawayo,Sub-Saharan Africa,0.152,0.014,3.8,36.8
ZWE,Zimbabwe,Harare,Sub-Saharan Africa,0.152,0.038,9.6,39.8
ZWE,Zimbabwe,Manicaland,Sub-Saharan Africa,0.152,0.168,39.1,42.9
ZWE,Zimbabwe,Mashonaland Central,Sub-Saharan Africa,0.152,0.21,48,43.8
ZWE,Zimbabwe,Mashonaland East,Sub-Saharan Africa,0.152,0.14,33.5,41.9
ZWE,Zimbabwe,Mashonaland West,Sub-Saharan Africa,0.152,0.192,43.7,44.1
ZWE,Zimbabwe,Masvingo,Sub-Saharan Africa,0.152,0.174,38.9,44.7
ZWE,Zimbabwe,Matabeleland North,Sub-Saharan Africa,0.152,0.238,53.4,44.5
ZWE,Zimbabwe,Matabeleland South,Sub-Saharan Africa,0.152,0.164,38.2,42.8
ZWE,Zimbabwe,Midlands,Sub-Saharan Africa,0.152,0.176,40.5,43.5
